NAME,PLACE_KEY,CAPITAL,POPULATION,PCLASS,STATE_NAME,STATE
Mora,2706544044,N,3151,2,Minnesota,MN
Morristown,2713144296,N,834,1,Minnesota,MN
Moscow,2704744386,N,0,1,Minnesota,MN
Mounds View,2712344530,N,12769,3,Minnesota,MN
Myrtle,2704744890,N,69,1,Minnesota,MN
Nerstrand,2713145196,N,227,1,Minnesota,MN
New Brighton,2712345430,N,22664,3,Minnesota,MN
Newburg,2704545448,N,0,1,Minnesota,MN
New Hartford,2716945574,N,0,1,Minnesota,MN
New Hope,2705345628,N,21439,3,Minnesota,MN
Newhouse,2705545646,N,0,1,Minnesota,MN
New Market,2713945736,N,232,1,Minnesota,MN
Newport,2716345790,N,3747,2,Minnesota,MN
New Trier,2703746024,N,100,1,Minnesota,MN
Nickerson,2711546114,N,0,1,Minnesota,MN
Nodine,2716946366,N,0,1,Minnesota,MN
North Branch,2702546798,N,2658,2,Minnesota,MN
Northfield,2713146924,N,15611,3,Minnesota,MN
North Oaks,2712347104,N,3743,2,Minnesota,MN
North St. Paul,2712347221,N,12568,3,Minnesota,MN
Oak Center,2715747662,N,0,1,Minnesota,MN
Oakdale,2716347680,N,25184,3,Minnesota,MN
Oak Grove,2700347690,N,6534,2,Minnesota,MN
Oakland,2704747770,N,0,1,Minnesota,MN
Oak Park Heights,2716347914,N,3867,2,Minnesota,MN
Ogilvie,2706548166,N,538,1,Minnesota,MN
Oronoco,2710948598,N,762,1,Minnesota,MN
Oslo,2703948958,N,0,1,Minnesota,MN
Osseo,2705349012,N,2652,2,Minnesota,MN
Ostrander,2704549030,N,281,1,Minnesota,MN
Otisville,2716349102,N,0,1,Minnesota,MN
Owatonna,2714749300,N,20330,3,Minnesota,MN
Oxlip,2705949372,N,0,1,Minnesota,MN
Palmdale,2702549516,N,0,1,Minnesota,MN
Peterson,2704550596,N,259,1,Minnesota,MN
Petran,2704750614,N,0,1,Minnesota,MN
Pickwick,2716950740,N,0,1,Minnesota,MN
Pilot Mound,2710951010,N,0,1,Minnesota,MN
Pine Brook,2705951035,N,0,1,Minnesota,MN
Pine City,2711551064,N,2954,2,Minnesota,MN
Pine Creek,2705551095,N,0,1,Minnesota,MN
Pine Island,2704951136,N,2219,1,Minnesota,MN
Pine Springs,2716351316,N,424,1,Minnesota,MN
Plainview,2715751424,N,3069,2,Minnesota,MN
Pleasant Grove,2710951532,N,0,1,Minnesota,MN
Plymouth,2705351730,N,60103,4,Minnesota,MN
Point Douglas,2716351766,N,0,1,Minnesota,MN
Potsdam,2710952216,N,0,1,Minnesota,MN
Prairieville,2713152360,N,0,1,Minnesota,MN
Pratt,2714752378,N,0,1,Minnesota,MN
Predmore,2710952414,N,0,1,Minnesota,MN
Preston,2704552450,N,1541,1,Minnesota,MN
Prior Lake,2713952594,N,13714,3,Minnesota,MN
Prosper,2704552666,N,0,1,Minnesota,MN
Quamba,2706552756,N,128,1,Minnesota,MN
Racine,2709952882,N,306,1,Minnesota,MN
Ramsey,2700353026,N,16738,3,Minnesota,MN
Ramsey,2709953062,N,0,1,Minnesota,MN
Randolph,2703753098,N,340,1,Minnesota,MN
Reads Landing,2715753368,N,2500,2,Minnesota,MN
Red Wing,2704953620,N,15688,3,Minnesota,MN
Reno,2705553836,N,0,1,Minnesota,MN
Renova,2709953875,N,0,1,Minnesota,MN
Riceford,2705554034,N,0,1,Minnesota,MN
Rice Lake,2703954060,N,0,1,Minnesota,MN
Richfield,2705354214,N,34387,4,Minnesota,MN
Ridgeway,2716954448,N,0,1,Minnesota,MN
Ringe,2710954495,N,0,1,Minnesota,MN
Robbinsdale,2705354808,N,14167,3,Minnesota,MN
Rochester,2710954880,N,75638,4,Minnesota,MN
Rock Creek,2711554934,N,1189,1,Minnesota,MN
Rock Dell,2710954970,N,0,1,Minnesota,MN
Rollingstone,2716955276,N,720,1,Minnesota,MN
Roscoe,2704955474,N,0,1,Minnesota,MN
Rose Creek,2709955600,N,377,1,Minnesota,MN
Rosemount,2703755726,N,12242,3,Minnesota,MN
Roseville,2712355852,N,34183,4,Minnesota,MN
Rush City,2702556266,N,1521,1,Minnesota,MN
Rushford,2704556284,N,1613,1,Minnesota,MN
Rushford Village,2704556302,N,640,1,Minnesota,MN
Rush Point,2702556350,N,0,1,Minnesota,MN
Ruskin,2713156410,N,0,1,Minnesota,MN
Rutledge,2711556518,N,163,1,Minnesota,MN
Ryan,2704956525,N,0,1,Minnesota,MN
Saco,2714756565,N,0,1,Minnesota,MN
St. Anthony,2705356680,N,5381,2,Minnesota,MN
St. Charles,2716956788,N,2938,2,Minnesota,MN
St. Francis,2700356950,N,3112,2,Minnesota,MN
St. Louis Park,2705357220,N,42828,4,Minnesota,MN
St. Marys Point,2716357292,N,329,1,Minnesota,MN
St. Paul,2712358000,Y,259606,5,Minnesota,MN
St. Paul Park,2716358018,N,5076,2,Minnesota,MN
Salem Corners,2710958252,N,0,1,Minnesota,MN
Sandstone,2711558396,N,1993,1,Minnesota,MN
Saratoga,2716958540,N,0,1,Minnesota,MN
Sargeant,2709958576,N,74,1,Minnesota,MN
Savage,2713958738,N,15373,3,Minnesota,MN
Scandia,2716358900,N,2500,2,Minnesota,MN
Shafer,2702559314,N,474,1,Minnesota,MN
Sheldon,2705559476,N,0,1,Minnesota,MN
Shieldsville,2713159836,N,0,1,Minnesota,MN
Shoreview,2712359998,N,25981,3,Minnesota,MN
Siegel,2716360150,N,0,1,Minnesota,MN
Simpson,2710960484,N,0,1,Minnesota,MN
Soderville,2700361024,N,0,1,Minnesota,MN
Sogn,2704961060,N,0,1,Minnesota,MN
South Rushford,2704561474,N,0,1,Minnesota,MN
South St. Paul,2703761492,N,19787,3,Minnesota,MN
South Troy,2715761520,N,0,1,Minnesota,MN
Spencer Brook,2705961665,N,0,1,Minnesota,MN
Spring Grove,2705561852,N,1226,1,Minnesota,MN
Spring Lake,2705961924,N,0,1,Minnesota,MN
Spring Lake Park,2700361996,N,6753,2,Minnesota,MN
Springvale,2705962068,N,0,1,Minnesota,MN
Spring Valley,2704562104,N,2436,1,Minnesota,MN
Stacy,2702562320,N,1438,1,Minnesota,MN
Stanchfield,2705962356,N,2500,2,Minnesota,MN
Stanley,2705962385,N,0,1,Minnesota,MN
Stanton,2704962410,N,0,1,Minnesota,MN
Stark,2702562536,N,0,1,Minnesota,MN
Steele Center,2714762626,N,0,1,Minnesota,MN
Stewartville,2710962806,N,4368,2,Minnesota,MN
Stillwater,2716362824,N,15585,3,Minnesota,MN
Stockton,2716962896,N,608,1,Minnesota,MN
Sturgeon Lake,2711563220,N,287,1,Minnesota,MN
Sunfish Lake,2703763544,N,474,1,Minnesota,MN
Sunrise,2702563598,N,0,1,Minnesota,MN
Taopi,2709964210,N,90,1,Minnesota,MN
Tawney,2704564282,N,0,1,Minnesota,MN
Taylors Falls,2702564318,N,714,1,Minnesota,MN
Theilman,2715764534,N,0,1,Minnesota,MN
Troy,2716965650,N,0,1,Minnesota,MN
Twin Lakes,2704765920,N,150,1,Minnesota,MN
Utica,2716966424,N,213,1,Minnesota,MN
Vadnais Heights,2712366460,N,12926,3,Minnesota,MN
Varco,2709966604,N,0,1,Minnesota,MN
Vasa,2704966622,N,0,1,Minnesota,MN
Vermillion,2703766802,N,511,1,Minnesota,MN
Viola,2710967252,N,0,1,Minnesota,MN
Wabasha,2715767378,N,2580,2,Minnesota,MN
Wacouta,2704967468,N,0,1,Minnesota,MN
Walbo,2705967648,N,0,1,Minnesota,MN
Waltham,2709967918,N,161,1,Minnesota,MN
Wanamingo,2704967972,N,846,1,Minnesota,MN
Wangs,2704968055,N,0,1,Minnesota,MN
Warman,2706568152,N,0,1,Minnesota,MN
Warsaw,2713168260,N,2500,2,Minnesota,MN
Washington,2704568332,N,0,1,Minnesota,MN
Wasioja,2703968386,N,0,1,Minnesota,MN
Wastedo,2704968458,N,0,1,Minnesota,MN
Weaver,2715768890,N,0,1,Minnesota,MN
Weber,2705968926,N,0,1,Minnesota,MN
Webster,2713168944,N,2500,2,Minnesota,MN
Welch,2704969034,N,2500,2,Minnesota,MN
West Albany,2715769178,N,0,1,Minnesota,MN
West Concord,2703969304,N,863,1,Minnesota,MN
West Point,2705969610,N,0,1,Minnesota,MN
West Rock,2711569682,N,0,1,Minnesota,MN
West St. Paul,2703769700,N,19070,3,Minnesota,MN
City Hall,2703769718,N,0,1,Minnesota,MN
Whalan,2704569808,N,93,1,Minnesota,MN
White Bear Lake,2712369970,N,25278,3,Minnesota,MN
White Rock,2704970150,N,0,1,Minnesota,MN
Whitman,2716970186,N,0,1,Minnesota,MN
Willernie,2716370366,N,578,1,Minnesota,MN
Willington Grove,2705570410,N,0,1,Minnesota,MN
Willow River,2711570492,N,312,1,Minnesota,MN
Wilmington,2705570546,N,0,1,Minnesota,MN
Wilson,2716970672,N,0,1,Minnesota,MN
Winona,2716971032,N,24788,3,Minnesota,MN
Withrow,2716371266,N,0,1,Minnesota,MN
Witoka,2716971302,N,0,1,Minnesota,MN
Woodbury,2716371428,N,35783,4,Minnesota,MN
Woodland,2706571518,N,0,1,Minnesota,MN
Wyanett,2705971885,N,0,1,Minnesota,MN
Wyattville,2716971914,N,0,1,Minnesota,MN
Wykoff,2704571950,N,498,1,Minnesota,MN
Wyoming,2702572022,N,2759,2,Minnesota,MN
York,2704572080,N,0,1,Minnesota,MN
Yucatan,2705572148,N,0,1,Minnesota,MN
Zumbro Falls,2715772310,N,238,1,Minnesota,MN
Zumbrota,2704972328,N,2483,1,Minnesota,MN
Abesville,2920900100,N,0,1,Missouri,MO
Adonis,2916700235,N,0,1,Missouri,MO
Airport Drive,2909700424,N,875,1,Missouri,MO
Alba,2909700496,N,493,1,Missouri,MO
Albatross,2910900555,N,0,1,Missouri,MO
Aldrich,2916700568,N,82,1,Missouri,MO
Almartha,2915300820,N,0,1,Missouri,MO
Amoret,2901301072,N,225,1,Missouri,MO
Anderson,2911901198,N,1601,1,Missouri,MO
Appleton City,2918501522,N,1358,1,Missouri,MO
Arcola,2905701720,N,78,1,Missouri,MO
Arden,2906701730,N,0,1,Missouri,MO
Arnica,2903901960,N,0,1,Missouri,MO
Aroma,2914501990,N,0,1,Missouri,MO
Arrow Point,2900902034,N,2500,2,Missouri,MO
Arthur,2921702080,N,0,1,Missouri,MO
Asbury,2909702098,N,231,1,Missouri,MO
Ash Grove,2907702188,N,1130,1,Missouri,MO
Athol,2901302410,N,0,1,Missouri,MO
Atlas,2909702440,N,0,1,Missouri,MO
Aurora,2910902548,N,6791,2,Missouri,MO
Ava,2906702674,N,3091,2,Missouri,MO
Avilla,2909702746,N,157,1,Missouri,MO
Bagnell,2913102962,N,101,1,Missouri,MO
Barnumton,2902903405,N,0,1,Missouri,MO
Basher,2906703530,N,0,1,Missouri,MO
Bassville,2907703540,N,0,1,Missouri,MO
Battlefield,2907703592,N,1843,1,Missouri,MO
Baxter,2920903610,N,0,1,Missouri,MO
Beach,2922503670,N,0,1,Missouri,MO
Bearcreek,2903903718,N,0,1,Missouri,MO
Belfast,2914504024,N,0,1,Missouri,MO
Bellamy,2921704105,N,0,1,Missouri,MO
Belle Center,2909704168,N,0,1,Missouri,MO
Belleville,2909704312,N,0,1,Missouri,MO
Bennett Springs,2910504525,N,0,1,Missouri,MO
Bentonville,2901504860,N,0,1,Missouri,MO
Berwick,2914505014,N,0,1,Missouri,MO
Bethpage,2911905176,N,0,1,Missouri,MO
Billings,2904305626,N,1237,1,Missouri,MO
Blackjack,2918505986,N,0,1,Missouri,MO
Blue Eye,2920906526,N,152,1,Missouri,MO
Boaz,2904306760,N,0,1,Missouri,MO
Bois d'Arc,2907706904,N,0,1,Missouri,MO
Bolivar,2916706976,N,8119,2,Missouri,MO
Bona,2905706994,N,0,1,Missouri,MO
Boston,2901107408,N,0,1,Missouri,MO
Boulder City,2914507444,N,0,1,Missouri,MO
Boyer,2922907740,N,0,1,Missouri,MO
Bradleyville,2921307822,N,2500,2,Missouri,MO
Branch,2902907912,N,0,1,Missouri,MO
Branson,2921307966,N,5039,2,Missouri,MO
Branson West,2920907989,N,80,1,Missouri,MO
Brighton,2916708452,N,2500,2,Missouri,MO
Bristow,2921708520,N,0,1,Missouri,MO
Brixey,2915308524,N,2500,2,Missouri,MO
Bronaugh,2921708614,N,217,1,Missouri,MO
Brookline,2907708722,N,315,1,Missouri,MO
Brooklyn Heights,2909708776,N,126,1,Missouri,MO
Brownbranch,2921308848,N,0,1,Missouri,MO
Brownington,2908308902,N,90,1,Missouri,MO
Browns Spring,2920908938,N,0,1,Missouri,MO
Brumley,2913108974,N,90,1,Missouri,MO
Bruner,2904308992,N,2500,2,Missouri,MO
Brush Creek,2910509136,N,0,1,Missouri,MO
Brushyknob,2906709172,N,0,1,Missouri,MO
Bryant,2906709195,N,0,1,Missouri,MO
Buffalo,2905909514,N,2759,2,Missouri,MO
Bull Creek,2921309642,N,2500,2,Missouri,MO
Burgess,2901109802,N,103,1,Missouri,MO
Burns,2916709874,N,0,1,Missouri,MO
Butcher,2908510036,N,0,1,Missouri,MO
Butler,2901310054,N,3921,2,Missouri,MO
Butterfield,2900910144,N,298,1,Missouri,MO
Caddo,2922510295,N,0,1,Missouri,MO
Camdenton,2902910810,N,3088,2,Missouri,MO
Cane Hill,2903911062,N,0,1,Missouri,MO
Cape Fair,2920911224,N,2500,2,Missouri,MO
Caplinger Mills,2903911278,N,2500,2,Missouri,MO
Carl Junction,2909711368,N,5080,2,Missouri,MO
Carr Lane,2920911494,N,0,1,Missouri,MO
Carterville,2909711638,N,2143,1,Missouri,MO
Carthage,2909711656,N,11381,3,Missouri,MO
Carytown,2909711728,N,158,1,Missouri,MO
Cassidy,2904311872,N,0,1,Missouri,MO
Cassville,2900911890,N,2719,2,Missouri,MO
Cato,2900912034,N,0,1,Missouri,MO
Caverna,2911912088,N,0,1,Missouri,MO
Cedarcreek,2921312268,N,2500,2,Missouri,MO
Cedar Gap,2922912322,N,0,1,Missouri,MO
Cedar Ridge,2905912394,N,0,1,Missouri,MO
Cedar Springs,2903912412,N,0,1,Missouri,MO
Cedarville,2905712430,N,0,1,Missouri,MO
Cedar Vista,2916712440,N,0,1,Missouri,MO
Central City,2909712862,N,0,1,Missouri,MO
Chadwick,2904312952,N,2500,2,Missouri,MO
Chain-O-Lakes,2900913015,N,135,1,Missouri,MO
Chalk Level,2918513020,N,0,1,Missouri,MO
Champion,2906713096,N,0,1,Missouri,MO
Charity,2905913312,N,0,1,Missouri,MO
Chesapeake,2910913582,N,0,1,Missouri,MO
Chestnutridge,2904313618,N,2500,2,Missouri,MO
Chloe,2918513744,N,0,1,Missouri,MO
Christian Center,2904313825,N,0,1,Missouri,MO
Clever,2904314788,N,811,1,Missouri,MO
Cliff Village,2914514806,N,20,1,Missouri,MO
Climax Springs,2902914914,N,107,1,Missouri,MO
Cliquot,2916715040,N,0,1,Missouri,MO
Coal Hill,2903915175,N,0,1,Missouri,MO
Cody,2907715256,N,0,1,Missouri,MO
Coldspring,2906715328,N,0,1,Missouri,MO
Collins,2918515562,N,153,1,Missouri,MO
Comet,2905715750,N,0,1,Missouri,MO
Competition,2910515868,N,0,1,Missouri,MO
Coney Island,2920916115,N,2500,2,Missouri,MO
Conway,2910516192,N,664,1,Missouri,MO
Corsicana,2900916525,N,0,1,Missouri,MO
Crane,2920917074,N,1511,1,Missouri,MO
Cross Roads,2906717488,N,0,1,Missouri,MO
Cross Timbers,2908517524,N,190,1,Missouri,MO
Cross Way,2922517570,N,0,1,Missouri,MO
Crown,2922517585,N,0,1,Missouri,MO
Cyclone,2911917920,N,0,1,Missouri,MO
Dadeville,2905717992,N,237,1,Missouri,MO
Damascus,2918518136,N,0,1,Missouri,MO
Day,2921318580,N,0,1,Missouri,MO
Decaturville,2902918676,N,0,1,Missouri,MO
Dederick,2921718694,N,0,1,Missouri,MO
Deepwater,2908318730,N,431,1,Missouri,MO
Deerfield,2921718802,N,89,1,Missouri,MO
Dennis Acres,2914519090,N,167,1,Missouri,MO
Dessa,2914519288,N,0,1,Missouri,MO
Diamond,2914519432,N,777,1,Missouri,MO
Dickens,2921319445,N,0,1,Missouri,MO
Diggins,2922519504,N,306,1,Missouri,MO
Dogwood,2906719702,N,0,1,Missouri,MO
Dove,2910519900,N,0,1,Missouri,MO
Drew,2910520116,N,0,1,Missouri,MO
Dudenville,2909720278,N,0,1,Missouri,MO
Duenweg,2909720314,N,977,1,Missouri,MO
Dugginsville,2915320332,N,0,1,Missouri,MO
Duncan,2922520395,N,0,1,Missouri,MO
Dunnegan,2916720494,N,2500,2,Missouri,MO
Duquesne,2909720512,N,1293,1,Missouri,MO
Eagle Rock,2900920656,N,2500,2,Missouri,MO
Ebenezer,2907721142,N,0,1,Missouri,MO
Edwards,2901521394,N,0,1,Missouri,MO
El Dorado Springs,2903921502,N,3994,2,Missouri,MO
Eldridge,2910521538,N,2500,2,Missouri,MO
Elkhead,2904321682,N,0,1,Missouri,MO
Elkland,2922521772,N,2500,2,Missouri,MO
Elkton,2908521826,N,0,1,Missouri,MO
Ellis,2921721870,N,0,1,Missouri,MO
Elsey,2920922132,N,0,1,Missouri,MO
Elwood,2907722204,N,0,1,Missouri,MO
Emerald Beach,2900922250,N,240,1,Missouri,MO
Erie,2911922535,N,0,1,Missouri,MO
Eudora,2916722762,N,2500,2,Missouri,MO
Evans,2906722852,N,0,1,Missouri,MO
Eve,2921722906,N,0,1,Missouri,MO
Everton,2905722996,N,347,1,Missouri,MO
Exeter,2900923122,N,696,1,Missouri,MO
Fair Grove,2907723338,N,924,1,Missouri,MO
Fair Haven,2921723356,N,0,1,Missouri,MO
Fair Play,2916723428,N,496,1,Missouri,MO
Fairview,2914523518,N,317,1,Missouri,MO
Fairview,2921323545,N,0,1,Missouri,MO
Fidelity,2909724120,N,261,1,Missouri,MO
Filley,2903924166,N,0,1,Missouri,MO
Finey,2908324230,N,0,1,Missouri,MO
Flat Creek,2900924436,N,0,1,Missouri,MO
Flemington,2916724580,N,159,1,Missouri,MO
Foose,2905924940,N,0,1,Missouri,MO
Fordland,2922525012,N,594,1,Missouri,MO
Forkners Hill,2922525142,N,0,1,Missouri,MO
Forest Mills,2909725174,N,0,1,Missouri,MO
Forsyth,2921325192,N,1442,1,Missouri,MO
Foster,2901325372,N,171,1,Missouri,MO
Freistatt,2910925912,N,175,1,Missouri,MO
Fremont Hills,2904325957,N,235,1,Missouri,MO
Fristoe,2901526056,N,0,1,Missouri,MO
Fruitland,2907726146,N,0,1,Missouri,MO
Gaines,2908326200,N,0,1,Missouri,MO
Gainesville,2915326218,N,710,1,Missouri,MO
Galena,2920926254,N,519,1,Missouri,MO
Galesburg,2909726272,N,0,1,Missouri,MO
Galmey,2908526344,N,0,1,Missouri,MO
Garrison,2904326524,N,2500,2,Missouri,MO
Germantown,2908326884,N,0,1,Missouri,MO
Gerster,2918526902,N,42,1,Missouri,MO
Ginger Blue,2911927100,N,0,1,Missouri,MO
Girdner,2906727136,N,0,1,Missouri,MO
Glidewell,2907727568,N,0,1,Missouri,MO
Golden,2900927658,N,2500,2,Missouri,MO
Golden City,2901127676,N,836,1,Missouri,MO
Goodhope,2906727838,N,0,1,Missouri,MO
Goodman,2911927874,N,1239,1,Missouri,MO
Goodson,2916727910,N,0,1,Missouri,MO
Granby,2914528108,N,2068,1,Missouri,MO
Grand Falls Plaza,2914528170,N,2500,2,Missouri,MO
Graydon Springs,2916728855,N,0,1,Missouri,MO
Grays Point,2910928900,N,0,1,Missouri,MO
Green Bay Terrace,2902929062,N,0,1,Missouri,MO
Greenfield,2905729206,N,1423,1,Missouri,MO
Green Mound Ridge,2904329278,N,0,1,Missouri,MO
Gretna,2921329566,N,0,1,Missouri,MO
Grovespring,2922929656,N,2500,2,Missouri,MO
Gulfton,2909729710,N,0,1,Missouri,MO
Hahatonka,2902929854,N,0,1,Missouri,MO
Hailey,2900929890,N,0,1,Missouri,MO
Halfway,2916729962,N,188,1,Missouri,MO
Halltown,2910930016,N,174,1,Missouri,MO
Hammond,2915330106,N,0,1,Missouri,MO
Handley,2905930165,N,0,1,Missouri,MO
Hannon,2901130232,N,0,1,Missouri,MO
Harold,2907730405,N,0,1,Missouri,MO
Harper,2918530412,N,0,1,Missouri,MO
Hart,2911930635,N,0,1,Missouri,MO
Hartville,2922930754,N,620,1,Missouri,MO
Harwood,2921730862,N,92,1,Missouri,MO
Hastain,2901530916,N,0,1,Missouri,MO
Havenhurst,2911930970,N,0,1,Missouri,MO
Hawkeye,2916931006,N,0,1,Missouri,MO
Hazelgreen,2910531222,N,0,1,Missouri,MO
Heatonville,2910931384,N,0,1,Missouri,MO
Henderson,2922531564,N,0,1,Missouri,MO
Hercules,2921331744,N,0,1,Missouri,MO
Hermitage,2908531780,N,564,1,Missouri,MO
Highlandville,2904332068,N,2500,2,Missouri,MO
High Prairie,2922532122,N,0,1,Missouri,MO
Hilda,2921332158,N,0,1,Missouri,MO
Hill City,2900932185,N,0,1,Missouri,MO
Hoberg,2910932410,N,65,1,Missouri,MO
Hollister,2921332662,N,4522,2,Missouri,MO
Holman,2922532705,N,0,1,Missouri,MO
Hornet,2914533112,N,0,1,Missouri,MO
Horton,2921733148,N,0,1,Missouri,MO
Huckaby,2916733508,N,0,1,Missouri,MO
Hudson,2901333544,N,0,1,Missouri,MO
Hugo,2902933688,N,0,1,Missouri,MO
Humansville,2916733706,N,1201,1,Missouri,MO
Hume,2901333724,N,303,1,Missouri,MO
Hurley,2920933922,N,158,1,Missouri,MO
Huron,2916733976,N,0,1,Missouri,MO
Hurricane Deck,2902934048,N,0,1,Missouri,MO
Iantha,2901134192,N,0,1,Missouri,MO
Iconium,2918534246,N,0,1,Missouri,MO
Indian Point,2920935186,N,571,1,Missouri,MO
Ira,2910535320,N,0,1,Missouri,MO
Iron Gates,2909735414,N,0,1,Missouri,MO
Irwin,2901135486,N,0,1,Missouri,MO
Isabella,2915335504,N,2500,2,Missouri,MO
Jacket,2911935570,N,0,1,Missouri,MO
Jackson Mill,2906736210,N,0,1,Missouri,MO
Jamesville,2920936404,N,0,1,Missouri,MO
Jane,2911936422,N,0,1,Missouri,MO
Jasper,2909736512,N,1056,1,Missouri,MO
Jenkins,2900937124,N,0,1,Missouri,MO
Jerico Springs,2903937214,N,259,1,Missouri,MO
Johnson City,2918537502,N,0,1,Missouri,MO
Joplin,2909737592,N,39379,4,Missouri,MO
Jordan,2908537628,N,0,1,Missouri,MO
Kaiser,2913137808,N,2500,2,Missouri,MO
Keltner,2904338252,N,0,1,Missouri,MO
Kenoma,2901138324,N,0,1,Missouri,MO
Kimberling City,2920938612,N,2655,2,Missouri,MO
Kings Point,2905738828,N,0,1,Missouri,MO
Kirbyville,2921339008,N,2500,2,Missouri,MO
Kissee Mills,2921339080,N,2500,2,Missouri,MO
Kissick,2907739116,N,0,1,Missouri,MO
Klondike,2909739145,N,0,1,Missouri,MO
Knights,2909739160,N,0,1,Missouri,MO
Knobby,2901539165,N,0,1,Missouri,MO
Lakeland,2913139962,N,439,1,Missouri,MO
Lake Ozark,2913140034,N,627,1,Missouri,MO
Lakeside,2909740106,N,0,1,Missouri,MO
Lakeside,2913140142,N,38,1,Missouri,MO
Lakeview,2913140232,N,115,1,Missouri,MO
Lakeview Heights,2901540286,N,0,1,Missouri,MO
Lamar,2901140376,N,4189,2,Missouri,MO
Lamar Heights,2901140430,N,193,1,Missouri,MO
Lampe,2920940574,N,2500,2,Missouri,MO
Lanagan,2911940592,N,559,1,Missouri,MO
La Russell,2909740790,N,125,1,Missouri,MO
Laurie,2914140916,N,568,1,Missouri,MO
Lawrenceburg,2910940952,N,0,1,Missouri,MO
Leann,2900941096,N,0,1,Missouri,MO
Leawood,2914541132,N,798,1,Missouri,MO
Lebanon,2910541168,N,11166,3,Missouri,MO
Liberal,2901141906,N,718,1,Missouri,MO
Linden,2904342950,N,0,1,Missouri,MO
Linn Creek,2902943274,N,273,1,Missouri,MO
Lockwood,2905743490,N,1103,1,Missouri,MO
Locust,2915343515,N,0,1,Missouri,MO
Logan,2910943580,N,0,1,Missouri,MO
Loma Linda,2914543672,N,2500,2,Missouri,MO
Lone Elm,2909743724,N,0,1,Missouri,MO
Long Lane,2905943868,N,2500,2,Missouri,MO
Longrun,2915343904,N,0,1,Missouri,MO
Longview,2911943976,N,0,1,Missouri,MO
Loring,2922944090,N,0,1,Missouri,MO
Louisburg,2905944156,N,131,1,Missouri,MO
Lowry City,2918544282,N,772,1,Missouri,MO
McClurg,2921344822,N,0,1,Missouri,MO
McCord Bend,2920944829,N,282,1,Missouri,MO
McCracken,2904344840,N,0,1,Missouri,MO
McDowell,2900944948,N,0,1,Missouri,MO
McElhany,2914545002,N,0,1,Missouri,MO
McKinley,2910945146,N,0,1,Missouri,MO
Macks Creek,2902945218,N,332,1,Missouri,MO
McNatt,2911945290,N,0,1,Missouri,MO
Macomb,2922945308,N,2500,2,Missouri,MO
Madry,2900945524,N,0,1,Missouri,MO
Mammoth,2915345650,N,0,1,Missouri,MO
Mano,2900945730,N,0,1,Missouri,MO
Mansfield,2922945740,N,1625,1,Missouri,MO
March,2905945902,N,0,1,Missouri,MO
Marionville,2910946172,N,2083,1,Missouri,MO
Marshfield,2922546388,N,5219,2,Missouri,MO
Masters,2903946676,N,0,1,Missouri,MO
Maxville,2909746815,N,0,1,Missouri,MO
May,2911946856,N,0,1,Missouri,MO
Medoc,2909747162,N,0,1,Missouri,MO
Meinert,2905747198,N,0,1,Missouri,MO
Mentor,2907747342,N,0,1,Missouri,MO
Merriam Woods,2921347520,N,785,1,Missouri,MO
Merritt,2906747522,N,0,1,Missouri,MO
Metz,2921747612,N,95,1,Missouri,MO
Midway,2909748026,N,0,1,Missouri,MO
Mildred,2921348080,N,0,1,Missouri,MO
Milford,2901148098,N,50,1,Missouri,MO
Miller,2910948242,N,768,1,Missouri,MO
Milo,2921748476,N,80,1,Missouri,MO
Mincy,2921348548,N,0,1,Missouri,MO
Mindenmines,2901148566,N,367,1,Missouri,MO
Monark Springs,2914549124,N,0,1,Missouri,MO
Monegaw Springs,2918549178,N,0,1,Missouri,MO
Monett,2900949196,N,5080,2,Missouri,MO
Montague,2904349412,N,0,1,Missouri,MO
Montevallo,2921749466,N,0,1,Missouri,MO
Montreal,2902949646,N,2500,2,Missouri,MO
Montrose,2908349664,N,458,1,Missouri,MO
Morgan,2910549934,N,0,1,Missouri,MO
Morgan Heights,2909749970,N,0,1,Missouri,MO
Morrisville,2916750078,N,331,1,Missouri,MO
Moundville,2921750330,N,148,1,Missouri,MO
Mount Vernon,2910950672,N,3869,2,Missouri,MO
Mulberry,2901350798,N,0,1,Missouri,MO
Nashville,2901151230,N,0,1,Missouri,MO
Nassau Junction,2921751266,N,0,1,Missouri,MO
Neck City,2909751356,N,146,1,Missouri,MO
Nemo,2908551536,N,0,1,Missouri,MO
Neola,2905751554,N,0,1,Missouri,MO
Neongwah,2902951560,N,0,1,Missouri,MO
Neosho,2914551572,N,9399,2,Missouri,MO
Nevada,2921751644,N,8228,2,Missouri,MO
Newport,2901152220,N,0,1,Missouri,MO
Newtonia,2914552292,N,219,1,Missouri,MO
Niangua,2922552418,N,520,1,Missouri,MO
Nixa,2904352616,N,9483,2,Missouri,MO
Noble,2915352634,N,2500,2,Missouri,MO
Noel,2911952742,N,1210,1,Missouri,MO
Northview,2922553336,N,0,1,Missouri,MO
Norwood,2922953454,N,512,1,Missouri,MO
Nottinghill,2915353480,N,0,1,Missouri,MO
Nyhart,2901353570,N,0,1,Missouri,MO
Oakland,2910553732,N,0,1,Missouri,MO
Oakland Park,2909753768,N,88,1,Missouri,MO
Oakton,2901153840,N,0,1,Missouri,MO
Ocie,2915354002,N,0,1,Missouri,MO
Odin,2922954056,N,0,1,Missouri,MO
